person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,dti_ratio,taxa_juros_alta,loan_grade_num,cb_default_flag,home_MORTGAGE,home_OTHER,home_OWN,home_RENT,intent_DEBTCONSOLIDATION,intent_EDUCATION,intent_HOMEIMPROVEMENT,intent_MEDICAL,intent_PERSONAL,intent_VENTURE,loan_status_real,loan_status_pred,probabilidade_default,risco_categoria
36,75000,5.0,10000,11.99,0.13,12,0.1333333333333333,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0.07133573570781403,Muito Baixo
29,53000,0.0,5000,5.42,0.09,6,0.0943396226415094,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.07761833206307324,Muito Baixo
25,50000,2.0,20000,11.71,0.4,4,0.4,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0007884341613491151,Muito Baixo
42,33564,5.0,6000,16.29,0.18,15,0.1787629603146228,1,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0.2317777977093453,Baixo
27,33000,6.0,12000,7.51,0.36,7,0.3636363636363636,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.007149270812199309,Muito Baixo
24,65453,9.0,24250,15.7,0.31,2,0.3704948589063908,1,4,0,0,0,0,1,0,0,0,1,0,0,1,1,0.9993394991741011,Muito Alto
24,45000,0.0,10625,14.27,0.24,4,0.2361111111111111,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0.18541371824406727,Muito Baixo
39,60000,1.0,17000,14.65,0.28,14,0.2833333333333333,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0.07972593095729519,Muito Baixo
21,30000,3.0,6000,8.94,0.2,2,0.2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.13617282549266382,Muito Baixo
40,95000,12.0,5000,10.65,0.05,16,0.0526315789473684,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0.00035847784211406484,Muito Baixo
26,99900,10.0,2700,7.49,0.03,3,0.027027027027027,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.00957756931071252,Muito Baixo
29,92000,2.0,25000,19.42,0.27,8,0.2717391304347826,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0.3241818086631916,Baixo
24,92000,7.0,15000,11.11,0.16,4,0.1630434782608695,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0.06119010859159651,Muito Baixo
21,75000,5.0,12000,12.09,0.16,2,0.16,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0.07472392155483541,Muito Baixo
31,14400,0.0,4200,14.17,0.29,8,0.2916666666666667,1,3,1,0,0,0,1,1,0,0,0,0,0,1,1,0.9889004154346811,Muito Alto
22,54000,0.0,10000,15.95,0.19,4,0.1851851851851851,1,5,0,0,0,0,1,0,0,0,0,0,1,1,1,0.9788464212387943,Muito Alto
23,75000,2.0,3700,6.03,0.05,2,0.0493333333333333,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.006001116416127194,Muito Baixo
33,90000,0.0,12000,6.03,0.13,6,0.1333333333333333,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.002368478788643504,Muito Baixo
23,59000,1.0,17500,9.25,0.3,4,0.2966101694915254,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.052777650699782436,Muito Baixo
26,33800,4.0,13000,13.57,0.38,2,0.3846153846153846,1,3,1,0,0,0,1,0,0,0,0,1,0,1,1,0.9979080134348459,Muito Alto
26,61000,10.0,4200,7.29,0.07,4,0.0688524590163934,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.03687873893650405,Muito Baixo
27,45000,6.0,3600,12.42,0.08,8,0.08,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0.005829660860911693,Muito Baixo
28,158000,6.0,15000,7.9,0.09,5,0.0949367088607595,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.023453020263326074,Muito Baixo
22,94692,5.0,20000,11.49,0.21,4,0.211211084357707,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.027873890779158722,Muito Baixo
24,30000,0.0,10000,14.61,0.33,3,0.3333333333333333,1,4,0,0,0,0,1,0,0,0,1,0,0,1,1,0.9993269127032184,Muito Alto
22,60000,5.0,9000,5.99,0.15,4,0.15,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.013885602596288014,Muito Baixo
28,41400,2.0,14000,13.48,0.34,6,0.3381642512077294,1,3,0,0,0,0,1,1,0,0,0,0,0,1,1,0.990315643351846,Muito Alto
33,46709,4.0,6200,10.99,0.13,8,0.1327367316791196,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.09477024874233034,Muito Baixo
22,44000,4.0,16000,14.74,0.36,3,0.3636363636363636,1,4,1,1,0,0,0,0,0,0,1,0,0,1,1,0.9740764437330154,Muito Alto
26,155000,7.0,24000,10.99,0.15,4,0.1548387096774193,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.06359315749948358,Muito Baixo
29,32000,6.0,10800,13.57,0.34,6,0.3375,1,3,0,0,0,0,1,1,0,0,0,0,0,1,1,0.991867777016677,Muito Alto
37,174996,11.0,6500,13.35,0.04,17,0.0371437061418546,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0.03996222963896232,Muito Baixo
29,107220,9.0,10000,10.99,0.09,10,0.0932661816825219,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0.06921727540315749,Muito Baixo
22,47000,2.0,6000,5.42,0.13,3,0.1276595744680851,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.013542275511396196,Muito Baixo
35,126400,0.0,13000,10.38,0.1,8,0.1028481012658227,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0252621401897062,Muito Baixo
22,53000,0.0,4000,10.39,0.08,2,0.0754716981132075,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0.055513444938307434,Muito Baixo
22,50724,7.0,6300,15.96,0.12,4,0.1242015613910575,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0.11053925539993086,Muito Baixo
42,153936,26.0,20000,7.49,0.13,15,0.1299241243114021,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.00029947121373659065,Muito Baixo
49,60000,7.0,7000,13.48,0.12,13,0.1166666666666666,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0005410367642462669,Muito Baixo
38,50000,8.0,20000,13.85,0.4,14,0.4,1,3,0,0,0,0,1,0,0,0,1,0,0,1,1,0.9885614527555265,Muito Alto
32,45000,8.0,2100,6.99,0.05,10,0.0466666666666666,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.02722069759441895,Muito Baixo
25,33772,3.0,3600,16.02,0.11,3,0.1065971810967665,1,4,1,0,0,0,1,0,0,0,0,0,1,1,1,0.5744420234426545,Moderado
30,75000,0.0,15000,12.98,0.2,8,0.2,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0839122953923107,Muito Baixo
23,34560,5.0,9600,16.02,0.28,3,0.2777777777777778,1,4,1,0,0,0,1,1,0,0,0,0,0,1,1,0.9892748608018225,Muito Alto
33,43000,6.0,8000,10.0,0.19,8,0.1860465116279069,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.14828921780692023,Muito Baixo
21,20000,4.0,5600,10.75,0.28,4,0.28,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0.07806397387851786,Muito Baixo
23,42900,6.0,1000,6.76,0.02,3,0.0233100233100233,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0006886801495952208,Muito Baixo
24,48602,0.0,9500,12.73,0.2,4,0.1954652071931196,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0711383770200655,Muito Baixo
25,68000,3.0,6500,16.29,0.1,3,0.0955882352941176,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0.1255087915824724,Muito Baixo
25,75600,7.0,15000,12.68,0.2,3,0.1984126984126984,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0.06329200385229816,Muito Baixo
29,73000,2.0,8000,7.4,0.11,7,0.1095890410958904,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.05993541244006164,Muito Baixo
34,36500,4.0,6500,15.65,0.18,10,0.1780821917808219,1,4,0,0,0,0,1,1,0,0,0,0,0,1,1,0.9891651648497666,Muito Alto
27,24000,0.0,10000,7.68,0.42,9,0.4166666666666667,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0.9945557538622651,Muito Alto
38,103970,0.0,15000,14.35,0.14,14,0.1442723862652688,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0.1452476986487455,Muito Baixo
25,130000,7.0,10000,7.49,0.08,2,0.0769230769230769,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.031109690668681893,Muito Baixo
33,60000,7.0,18000,8.49,0.3,5,0.3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.06374995817475315,Muito Baixo
29,87000,6.0,4800,8.94,0.06,5,0.0551724137931034,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0012348485896742495,Muito Baixo
25,60000,2.0,12500,11.49,0.21,2,0.2083333333333333,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0911724749758763,Muito Baixo
28,119000,2.0,5325,10.38,0.04,7,0.0447478991596638,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0.021665200942867797,Muito Baixo
22,34000,6.0,5000,9.63,0.15,3,0.1470588235294117,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0.550315478109284,Moderado
26,96000,2.0,10000,15.28,0.1,2,0.1041666666666666,1,4,1,0,0,0,1,0,1,0,0,0,0,1,1,0.774804806005295,Alto
24,67500,2.0,14400,11.71,0.21,2,0.2133333333333333,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.11702625445489485,Muito Baixo
61,53000,3.0,7000,7.49,0.13,23,0.1320754716981132,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.024827146406665352,Muito Baixo
23,19136,4.0,5500,17.93,0.29,3,0.2874163879598662,1,5,1,0,0,0,1,0,1,0,0,0,0,1,1,0.9427826650186039,Muito Alto
23,39000,5.0,8400,13.79,0.22,2,0.2153846153846154,1,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0.325360507159491,Baixo
22,50000,6.0,3000,10.99,0.06,3,0.06,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0.05319517532722708,Muito Baixo
27,80000,5.0,35000,13.48,0.44,8,0.4375,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0.07459570782509799,Muito Baixo
43,44000,18.0,8000,9.32,0.18,15,0.1818181818181818,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.000497947971646078,Muito Baixo
22,43200,6.0,5000,12.69,0.12,2,0.1157407407407407,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.13740782436682203,Muito Baixo
28,39500,11.0,11000,7.14,0.28,8,0.2784810126582278,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.19225161082036127,Muito Baixo
26,30000,3.0,4000,14.27,0.13,2,0.1333333333333333,1,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0.11007132470015646,Muito Baixo
29,47000,2.0,5000,10.62,0.11,9,0.1063829787234042,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0.07416868296115621,Muito Baixo
47,31400,1.0,6500,9.32,0.21,16,0.2070063694267516,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0033104409955293937,Muito Baixo
30,115000,3.0,20000,11.11,0.17,7,0.1739130434782608,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.042200499238525334,Muito Baixo
35,46000,2.0,12800,13.48,0.28,8,0.2782608695652174,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0.08352915125507687,Muito Baixo
26,75000,10.0,9250,12.69,0.12,4,0.1233333333333333,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0.00039954037673124124,Muito Baixo
26,80000,0.0,6300,5.79,0.08,4,0.07875,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.010637296359118286,Muito Baixo
24,45000,0.0,6000,17.19,0.13,3,0.1333333333333333,1,5,1,0,0,0,1,0,1,0,0,0,0,1,1,0.9451712316987221,Muito Alto
44,36000,5.0,4000,16.29,0.11,11,0.1111111111111111,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0010695362017060094,Muito Baixo
24,62472,2.0,5500,12.73,0.09,2,0.0880394416698681,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0.07599988278999832,Muito Baixo
24,56496,5.0,2000,9.32,0.04,3,0.0354007363353157,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.09552909310173159,Muito Baixo
21,21000,2.0,6250,13.85,0.3,3,0.2976190476190476,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0.06254214698421759,Muito Baixo
33,57000,7.0,15000,10.39,0.26,7,0.2631578947368421,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.16842063090837073,Muito Baixo
33,83000,14.0,18000,8.49,0.22,6,0.216867469879518,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.051517180760633115,Muito Baixo
26,49000,2.0,8400,18.25,0.17,4,0.1714285714285714,1,4,1,0,0,0,1,0,0,0,0,0,1,1,1,0.9662518675570348,Muito Alto
22,33504,3.0,12000,13.98,0.36,3,0.3581661891117478,1,3,1,0,0,0,1,0,0,0,0,1,0,1,1,0.9938459716111194,Muito Alto
38,91200,0.0,9000,12.68,0.1,16,0.0986842105263157,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0.05897315428208801,Muito Baixo
28,120000,5.0,22000,13.72,0.18,6,0.1833333333333333,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0.10705342213936336,Muito Baixo
29,24960,13.0,4000,5.42,0.16,6,0.1602564102564102,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.002852355387108279,Muito Baixo
24,26650,6.0,1000,12.53,0.04,2,0.0375234521575985,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0.26697248143677926,Baixo
32,18000,0.0,4750,7.88,0.26,6,0.2638888888888889,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0.999594103801673,Muito Alto
30,41000,14.0,18000,9.01,0.44,7,0.4390243902439024,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0.07572809223107207,Muito Baixo
28,40000,2.0,5000,10.99,0.13,10,0.125,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0009683937448712835,Muito Baixo
24,46500,2.0,8000,15.23,0.17,2,0.1720430107526881,1,3,1,0,0,0,1,0,0,1,0,0,0,1,1,0.7064465457520325,Alto
26,45000,3.0,1500,10.25,0.03,3,0.0333333333333333,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0013636069295674237,Muito Baixo
41,45000,2.0,16000,12.99,0.36,14,0.3555555555555555,1,3,0,0,0,0,1,0,0,0,1,0,0,1,1,0.9890094074209492,Muito Alto
28,91000,11.0,7000,6.99,0.08,6,0.0769230769230769,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,9.423575344360539e-06,Muito Baixo
34,72000,8.0,10000,13.49,0.14,8,0.1388888888888889,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0.05868443276268449,Muito Baixo
21,33000,2.0,11000,13.11,0.33,3,0.3333333333333333,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0.000936638332895615,Muito Baixo
22,37200,6.0,7000,7.9,0.19,4,0.1881720430107527,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0.13165861619335448,Muito Baixo
30,24000,4.0,6000,5.79,0.25,9,0.25,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0006527772848802338,Muito Baixo
24,26000,6.0,10000,10.99,0.38,4,0.3846153846153846,0,2,0,0,0,0,1,0,0,0,0,1,0,1,1,0.9947259826392971,Muito Alto
22,100000,0.0,20000,12.21,0.2,3,0.2,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0.05918995241165008,Muito Baixo
36,145000,0.0,25000,10.99,0.17,15,0.1724137931034483,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0.03693762813879159,Muito Baixo
27,51996,7.0,7600,14.17,0.15,8,0.1461650896222786,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0.3737848657820131,Baixo
24,32000,2.0,2000,10.59,0.06,3,0.0625,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0.23816663182681608,Baixo
40,27599,6.0,3000,10.25,0.11,17,0.1086995905648755,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0037087311767935705,Muito Baixo
23,140000,7.0,9000,7.14,0.06,2,0.0642857142857142,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0009877860521897925,Muito Baixo
33,50500,2.0,4000,15.31,0.08,8,0.0792079207920792,1,4,1,1,0,0,0,0,0,0,1,0,0,1,1,0.9695339857654116,Muito Alto
24,90000,9.0,15000,14.42,0.17,3,0.1666666666666666,1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0.09943954785460124,Muito Baixo
27,12000,2.0,5000,8.49,0.42,10,0.4166666666666667,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0.9997679612015035,Muito Alto
22,50000,0.0,13000,12.42,0.26,2,0.26,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.04708758689178852,Muito Baixo
25,100000,2.0,10000,7.51,0.1,4,0.1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.010585807545800378,Muito Baixo
23,49800,2.0,2400,11.83,0.05,2,0.0481927710843373,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13398930247459448,Muito Baixo
22,36000,2.0,12000,7.51,0.33,4,0.3333333333333333,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.10462703226055875,Muito Baixo
23,30000,3.0,4500,10.62,0.15,3,0.15,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0.16530811375640608,Muito Baixo
22,61000,6.0,12000,7.29,0.2,3,0.1967213114754098,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.03115725939757703,Muito Baixo
27,45000,12.0,10400,14.65,0.23,9,0.2311111111111111,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0.2630722020366393,Baixo
25,49000,2.0,3000,12.68,0.06,3,0.0612244897959183,1,3,1,0,0,0,1,0,0,0,0,0,1,1,0,0.11688401226572372,Muito Baixo
34,73000,7.0,20675,7.49,0.28,7,0.2832191780821917,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.04907158373717336,Muito Baixo
22,78000,6.0,21600,11.26,0.28,3,0.2769230769230769,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0.12264219330402001,Muito Baixo
24,19000,3.0,7400,13.85,0.39,2,0.3894736842105263,1,3,0,0,0,1,0,0,0,0,1,0,0,1,1,0.9976635818658361,Muito Alto
23,78000,3.0,20000,11.58,0.26,3,0.2564102564102564,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0.006533558047242584,Muito Baixo
34,72000,2.0,10000,7.51,0.14,7,0.1388888888888889,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.029791791278582447,Muito Baixo
22,46000,1.0,6200,15.31,0.13,4,0.1347826086956521,1,4,0,0,0,0,1,1,0,0,0,0,0,1,1,0.998798681390602,Muito Alto
23,30000,5.0,3000,12.18,0.1,2,0.1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0013562700522375122,Muito Baixo
26,36000,1.0,7000,8.94,0.19,3,0.1944444444444444,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0033267421250226226,Muito Baixo
28,39000,0.0,9600,7.49,0.25,8,0.2461538461538461,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.044928268798843665,Muito Baixo
37,48000,3.0,7500,16.29,0.16,12,0.15625,1,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0.45988886220276043,Moderado
24,56000,5.0,13000,8.94,0.23,3,0.2321428571428571,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.000813587699475029,Muito Baixo
29,58000,4.0,14000,6.62,0.24,5,0.2413793103448276,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0421327656406232,Muito Baixo
29,38000,0.0,2450,13.48,0.06,6,0.0644736842105263,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0.232722106334529,Baixo
29,51996,2.0,2000,13.72,0.04,6,0.0384644972690206,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0.08427624195727791,Muito Baixo
24,46700,5.0,8000,15.65,0.17,3,0.171306209850107,1,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0.15864333179075762,Muito Baixo
38,55550,1.0,22500,7.49,0.41,12,0.405040504050405,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.10746570651549849,Muito Baixo
25,125000,6.0,8000,9.63,0.06,2,0.064,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.02005529338628223,Muito Baixo
29,77000,3.0,5000,7.14,0.06,7,0.0649350649350649,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.030835772646735052,Muito Baixo
25,14400,7.0,5375,5.79,0.37,2,0.3732638888888889,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0.9988022195020165,Muito Alto
24,74000,0.0,20000,12.69,0.27,3,0.2702702702702703,1,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0.5847070820411451,Moderado
23,95000,1.0,19800,13.22,0.21,4,0.2084210526315789,1,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0.02230448428335699,Muito Baixo
22,20000,7.0,1675,7.74,0.08,3,0.08375,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.1537347051694608,Muito Baixo
23,30000,0.0,4000,10.36,0.13,3,0.1333333333333333,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.13237157654547832,Muito Baixo
33,53000,2.0,10000,8.94,0.19,9,0.1886792452830188,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.04096193950800023,Muito Baixo
36,48450,2.0,10000,13.61,0.21,15,0.2063983488132094,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0.08414960342785781,Muito Baixo
23,80196,2.0,30000,9.91,0.37,3,0.3740834954361813,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0005153635557799553,Muito Baixo
25,80000,9.0,6000,6.03,0.07,4,0.075,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0003361965329583373,Muito Baixo
31,45000,8.0,7500,10.62,0.17,5,0.1666666666666666,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0013559349107152064,Muito Baixo
23,84000,2.0,20000,12.61,0.24,2,0.238095238095238,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0.170904126727879,Muito Baixo
25,31200,4.0,4200,8.9,0.13,3,0.1346153846153846,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.10058686760330285,Muito Baixo
24,120000,0.0,5775,6.17,0.05,2,0.048125,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0002667554912287225,Muito Baixo
31,190000,4.0,9000,6.03,0.05,7,0.0473684210526315,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.006279177732281019,Muito Baixo
21,22000,4.0,5325,12.42,0.24,3,0.2420454545454545,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0.21882225676461511,Baixo
26,18000,1.0,2400,13.06,0.13,2,0.1333333333333333,1,3,1,0,0,0,1,0,0,0,0,0,1,1,0,0.07391253225543049,Muito Baixo
23,45000,1.0,10000,12.21,0.22,2,0.2222222222222222,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0.16787758692129184,Muito Baixo
33,54000,7.0,32000,15.23,0.59,7,0.5925925925925926,1,3,1,1,0,0,0,0,0,0,1,0,0,1,1,0.6642820512868457,Alto
23,102000,5.0,35000,7.9,0.34,3,0.3431372549019608,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.02758534473221471,Muito Baixo
30,67275,4.0,6500,8.94,0.1,7,0.0966183574879227,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.08180280098203059,Muito Baixo
22,17400,6.0,1000,11.36,0.06,2,0.057471264367816,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0.02068266049488441,Muito Baixo
23,65000,7.0,7000,6.99,0.11,4,0.1076923076923077,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.02707901044608171,Muito Baixo
21,35000,5.0,10000,10.99,0.29,4,0.2857142857142857,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,7.158877967979327e-06,Muito Baixo
28,96636,10.0,30000,8.49,0.31,5,0.3104433130510369,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.030110622735105827,Muito Baixo
26,85000,8.0,8500,15.31,0.1,4,0.1,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0766613708087678,Muito Baixo
23,36000,7.0,1200,13.99,0.03,3,0.0333333333333333,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0.17293495693219085,Muito Baixo
55,51000,2.0,8000,5.79,0.16,26,0.1568627450980392,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.011401116541270401,Muito Baixo
27,116000,11.0,18000,7.49,0.16,10,0.1551724137931034,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0102758678370817,Muito Baixo
35,123000,2.0,25000,17.19,0.2,8,0.2032520325203252,1,5,1,0,0,0,1,0,0,0,0,1,0,1,1,0.9434141586315867,Muito Alto
46,76800,0.0,13000,15.96,0.17,13,0.1692708333333333,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0.3811068436497161,Baixo
24,60000,8.0,17000,7.49,0.28,2,0.2833333333333333,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.03736322438972166,Muito Baixo
26,42000,4.0,15000,11.26,0.36,4,0.3571428571428571,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0.2314779084580685,Baixo
22,60000,1.0,10000,5.42,0.17,2,0.1666666666666666,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.011431527548492878,Muito Baixo
41,53000,20.0,11000,13.48,0.21,14,0.2075471698113207,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0.035627480985682074,Muito Baixo
37,97000,8.0,25000,19.41,0.26,11,0.2577319587628865,1,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0.41301009840517694,Moderado
33,71000,17.0,19600,16.07,0.28,6,0.276056338028169,1,4,1,0,0,0,1,0,0,1,0,0,0,1,0,0.20338571436948805,Baixo
22,53000,6.0,10000,17.39,0.19,3,0.1886792452830188,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0.17407271881120348,Muito Baixo
28,60000,10.0,10500,15.27,0.17,6,0.175,1,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0.11694571574648703,Muito Baixo
37,108000,0.0,20000,16.32,0.19,15,0.1851851851851851,1,5,0,0,0,0,1,0,0,1,0,0,0,1,1,0.878756042690411,Muito Alto
41,30000,3.0,8875,5.42,0.3,16,0.2958333333333333,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.10638572172646511,Muito Baixo
24,87600,8.0,10000,13.49,0.11,3,0.1141552511415525,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0.08579546987156962,Muito Baixo
52,48000,3.0,11000,12.73,0.23,22,0.2291666666666666,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0.05241211796417357,Muito Baixo
